kode_negara,tahun,produksi
MLT,Tahun 1984,0
MLT,Tahun 1985,0
MLT,Tahun 1986,0
MLT,Tahun 1987,0
MLT,Tahun 1988,0
MLT,Tahun 1989,0
MLT,Tahun 1990,0
MLT,Tahun 1991,0
MLT,Tahun 1992,0
MLT,Tahun 1993,0
MLT,Tahun 1994,0
MLT,Tahun 1995,0
MLT,Tahun 1996,0
MLT,Tahun 1997,0
MLT,Tahun 1998,0
MLT,Tahun 1999,0
MLT,Tahun 2000,0
MLT,Tahun 2001,0
MLT,Tahun 2002,0
MLT,Tahun 2003,0
MLT,Tahun 2004,0
MLT,Tahun 2005,0
MLT,Tahun 2006,0
MLT,Tahun 2007,0
MLT,Tahun 2008,0
MLT,Tahun 2009,0
MLT,Tahun 2010,0
MLT,Tahun 2011,0
MLT,Tahun 2012,0
MLT,Tahun 2013,0
MLT,Tahun 2014,0
MLT,Tahun 2015,0
MDA,Tahun 1990,0
MDA,Tahun 1991,0
MDA,Tahun 1992,0
MDA,Tahun 1993,0
MDA,Tahun 1994,0
MDA,Tahun 1995,0
MDA,Tahun 1996,0
MDA,Tahun 1997,0
MDA,Tahun 1998,0
MDA,Tahun 1999,0
MDA,Tahun 2000,0
MDA,Tahun 2001,0
MDA,Tahun 2002,0
MDA,Tahun 2003,0
MDA,Tahun 2004,8.04
MDA,Tahun 2005,5.025
MDA,Tahun 2006,4.02
MDA,Tahun 2007,8.04
MDA,Tahun 2008,15.075
MDA,Tahun 2009,17.085
MDA,Tahun 2010,11.055
MDA,Tahun 2011,13.065
MDA,Tahun 2012,11.055
MDA,Tahun 2013,10.05
MDA,Tahun 2014,8.04
MDA,Tahun 2015,8.04
MOZ,Tahun 1971,0
MOZ,Tahun 1972,0
MOZ,Tahun 1973,0
MOZ,Tahun 1974,0
MOZ,Tahun 1975,0
MOZ,Tahun 1976,0
MOZ,Tahun 1977,0
MOZ,Tahun 1978,0
MOZ,Tahun 1979,0
MOZ,Tahun 1980,0
MOZ,Tahun 1981,0
MOZ,Tahun 1982,0
MOZ,Tahun 1983,0
MOZ,Tahun 1984,0
MOZ,Tahun 1985,0
MOZ,Tahun 1986,0
MOZ,Tahun 1987,0
MOZ,Tahun 1988,0
MOZ,Tahun 1989,0
MOZ,Tahun 1990,0
MOZ,Tahun 1991,0
MOZ,Tahun 1992,0
MOZ,Tahun 1993,0
MOZ,Tahun 1994,0
MOZ,Tahun 1995,0
MOZ,Tahun 1996,0
MOZ,Tahun 1997,0
MOZ,Tahun 1998,0
MOZ,Tahun 1999,0
MOZ,Tahun 2000,0
MOZ,Tahun 2001,0
MOZ,Tahun 2002,0
MOZ,Tahun 2003,0
MOZ,Tahun 2004,13.091
MOZ,Tahun 2005,21.147
MOZ,Tahun 2006,25.175
MOZ,Tahun 2007,25.175
MOZ,Tahun 2008,28.196
MOZ,Tahun 2009,27.189
MOZ,Tahun 2010,30.21
MOZ,Tahun 2011,31.217
MOZ,Tahun 2012,35.245
MOZ,Tahun 2013,49.343
MOZ,Tahun 2014,59.413
MOZ,Tahun 2015,59.413
NGA,Tahun 1971,77109.593
NGA,Tahun 1972,91790.473
NGA,Tahun 1973,103541.1
NGA,Tahun 1974,113595.854
NGA,Tahun 1975,89890.403
NGA,Tahun 1976,104590.682
NGA,Tahun 1977,105694.377
NGA,Tahun 1978,95514.041
NGA,Tahun 1979,116065.64
NGA,Tahun 1980,103926.015
NGA,Tahun 1981,72602.923
NGA,Tahun 1982,65029.185
NGA,Tahun 1983,62306.193
NGA,Tahun 1984,70184.187
NGA,Tahun 1985,75585.248
NGA,Tahun 1986,73955.741
NGA,Tahun 1987,66715.868
NGA,Tahun 1988,73168.554
NGA,Tahun 1989,86549.708
NGA,Tahun 1990,88248.643
NGA,Tahun 1991,91829.271
NGA,Tahun 1992,95165.881
NGA,Tahun 1993,94904.507
NGA,Tahun 1994,94407.282
NGA,Tahun 1995,95997.992
NGA,Tahun 1996,106631.65
NGA,Tahun 1997,116493.437
NGA,Tahun 1998,109783.46
NGA,Tahun 1999,105322.735
NGA,Tahun 2000,112792.331
NGA,Tahun 2001,117777.848
NGA,Tahun 2002,100831.38
NGA,Tahun 2003,114916
NGA,Tahun 2004,123901.773
NGA,Tahun 2005,125059.581
NGA,Tahun 2006,118326.122
NGA,Tahun 2007,109314.824
NGA,Tahun 2008,104650.921
NGA,Tahun 2009,106230.399
NGA,Tahun 2010,121980.261
NGA,Tahun 2011,117923.85
NGA,Tahun 2012,116091.165
NGA,Tahun 2013,108972.791
NGA,Tahun 2014,108707.332
NGA,Tahun 2015,103163.332
PAK,Tahun 1971,417.384
PAK,Tahun 1972,412.269
PAK,Tahun 1973,420.453
PAK,Tahun 1974,391.809
PAK,Tahun 1975,335.544
PAK,Tahun 1976,344.751
PAK,Tahun 1977,513.546
PAK,Tahun 1978,485.925
PAK,Tahun 1979,509.454
PAK,Tahun 1980,488.994
PAK,Tahun 1981,486.948
PAK,Tahun 1982,544.236
PAK,Tahun 1983,649.606
PAK,Tahun 1984,670.066
PAK,Tahun 1985,1307.395
PAK,Tahun 1986,1969.277
PAK,Tahun 1987,2058.278
PAK,Tahun 1988,2195.36
PAK,Tahun 1989,2296.637
PAK,Tahun 1990,2575.483
PAK,Tahun 1991,3160.182
PAK,Tahun 1992,3022.783
PAK,Tahun 1993,2945.558
PAK,Tahun 1994,2782.083
PAK,Tahun 1995,2671.763
PAK,Tahun 1996,2858.305
PAK,Tahun 1997,2761.022
PAK,Tahun 1998,2685.803
PAK,Tahun 1999,2740.964
PAK,Tahun 2000,2833.232
PAK,Tahun 2001,3117.056
PAK,Tahun 2002,3152.158
PAK,Tahun 2003,3040.835
PAK,Tahun 2004,3241.418
PAK,Tahun 2005,3216.345
PAK,Tahun 2006,3307.61
PAK,Tahun 2007,3440.998
PAK,Tahun 2008,3229.383
PAK,Tahun 2009,3186.258
PAK,Tahun 2010,3231.389
PAK,Tahun 2011,3302.596
PAK,Tahun 2012,3741.872
PAK,Tahun 2013,4244.332
PAK,Tahun 2014,4051.772
PAK,Tahun 2015,3985.58
PRY,Tahun 1971,0
PRY,Tahun 1972,0
PRY,Tahun 1973,0
PRY,Tahun 1974,0
PRY,Tahun 1975,0
PRY,Tahun 1976,0
PRY,Tahun 1977,0
PRY,Tahun 1978,0
PRY,Tahun 1979,0
PRY,Tahun 1980,0
PRY,Tahun 1981,0
PRY,Tahun 1982,0
PRY,Tahun 1983,0
PRY,Tahun 1984,0
PRY,Tahun 1985,0
PRY,Tahun 1986,0
PRY,Tahun 1987,0
PRY,Tahun 1988,0
PRY,Tahun 1989,0
PRY,Tahun 1990,0
PRY,Tahun 1991,0
PRY,Tahun 1992,0
PRY,Tahun 1993,0
PRY,Tahun 1994,0
PRY,Tahun 1995,0
PRY,Tahun 1996,0
PRY,Tahun 1997,0
PRY,Tahun 1998,0
PRY,Tahun 1999,0
PRY,Tahun 2000,0
PRY,Tahun 2001,0
PRY,Tahun 2002,0
PRY,Tahun 2003,0
PRY,Tahun 2004,0
PRY,Tahun 2005,0
PRY,Tahun 2006,0
PRY,Tahun 2007,0
PRY,Tahun 2008,0
PRY,Tahun 2009,0
PRY,Tahun 2010,0
PRY,Tahun 2011,0
PRY,Tahun 2012,0
PRY,Tahun 2013,0
PRY,Tahun 2014,0
PRY,Tahun 2015,0
PER,Tahun 1971,3172.23
PER,Tahun 1972,3310.064
PER,Tahun 1973,3599.006
PER,Tahun 1974,3930.829
PER,Tahun 1975,3680.685
PER,Tahun 1976,3911.43
PER,Tahun 1977,4716.995
PER,Tahun 1978,7739.139
PER,Tahun 1979,9654.525
PER,Tahun 1980,9897.521
PER,Tahun 1981,9766.834
PER,Tahun 1982,9960.823
PER,Tahun 1983,8769.322
PER,Tahun 1984,9568.761
PER,Tahun 1985,9672.902
PER,Tahun 1986,9099.103
PER,Tahun 1987,8264.951
PER,Tahun 1988,7159.214
PER,Tahun 1989,6589.499
PER,Tahun 1990,6513.945
PER,Tahun 1991,5800.27
PER,Tahun 1992,5856.425
PER,Tahun 1993,6359.775
PER,Tahun 1994,6428.182
PER,Tahun 1995,6149.45
PER,Tahun 1996,6068.792
PER,Tahun 1997,5958.524
PER,Tahun 1998,5881.95
PER,Tahun 1999,5433.733
PER,Tahun 2000,5121.309
PER,Tahun 2001,5000.831
PER,Tahun 2002,4784.38
PER,Tahun 2003,4920.173
PER,Tahun 2004,4545.468
PER,Tahun 2005,4839.514
PER,Tahun 2006,4989.6
PER,Tahun 2007,4927.32
PER,Tahun 2008,5061.07
PER,Tahun 2009,5469.468
PER,Tahun 2010,5616.491
PER,Tahun 2011,5416.376
PER,Tahun 2012,5288.752
PER,Tahun 2013,5442.922
PER,Tahun 2014,5664.478
PER,Tahun 2015,4761.919
PHL,Tahun 1971,0
PHL,Tahun 1972,0
PHL,Tahun 1973,0
PHL,Tahun 1974,0
PHL,Tahun 1975,0
PHL,Tahun 1976,0
PHL,Tahun 1977,0
PHL,Tahun 1978,0
PHL,Tahun 1979,1085.608
PHL,Tahun 1980,488.325
PHL,Tahun 1981,250.601
PHL,Tahun 1982,481.392
PHL,Tahun 1983,657.704
PHL,Tahun 1984,528.937
PHL,Tahun 1985,360.548
PHL,Tahun 1986,424.932
PHL,Tahun 1987,261.497
PHL,Tahun 1988,284.279
PHL,Tahun 1989,257.535
PHL,Tahun 1990,233.762
PHL,Tahun 1991,147.587
PHL,Tahun 1992,441.771
PHL,Tahun 1993,449.695
PHL,Tahun 1994,225.838
PHL,Tahun 1995,128.767
PHL,Tahun 1996,44.573
PHL,Tahun 1997,40.611
PHL,Tahun 1998,38.63
PHL,Tahun 1999,42.592
PHL,Tahun 2000,56.46
PHL,Tahun 2001,105.985
PHL,Tahun 2002,724.069
PHL,Tahun 2003,678.505
PHL,Tahun 2004,616.102
PHL,Tahun 2005,784.49
PHL,Tahun 2006,719.116
PHL,Tahun 2007,804.3
PHL,Tahun 2008,883.542
PHL,Tahun 2009,1125.228
PHL,Tahun 2010,981.603
PHL,Tahun 2011,904.343
PHL,Tahun 2012,773.594
PHL,Tahun 2013,746.85
PHL,Tahun 2014,848.874
PHL,Tahun 2015,848.874
ROU,Tahun 1971,13390.095
ROU,Tahun 1972,13715.309
ROU,Tahun 1973,13869.665
ROU,Tahun 1974,14062.852
ROU,Tahun 1975,14163.814
ROU,Tahun 1976,14270.6
ROU,Tahun 1977,14222.061
ROU,Tahun 1978,13323.11
ROU,Tahun 1979,11963.035
ROU,Tahun 1980,11174.754
ROU,Tahun 1981,11303.869
ROU,Tahun 1982,11399.006
ROU,Tahun 1983,11254.359
ROU,Tahun 1984,11118.448
ROU,Tahun 1985,10404.918
ROU,Tahun 1986,9829.24
ROU,Tahun 1987,9226.38
ROU,Tahun 1988,9114.739
ROU,Tahun 1989,8905.049
ROU,Tahun 1990,7697.387
ROU,Tahun 1991,6592.629
ROU,Tahun 1992,6421.296
ROU,Tahun 1993,6594.831
ROU,Tahun 1994,6618.409
ROU,Tahun 1995,6631.81
ROU,Tahun 1996,6533.418
ROU,Tahun 1997,6420.493
ROU,Tahun 1998,6292.274
ROU,Tahun 1999,6033.238
ROU,Tahun 2000,5865.508
ROU,Tahun 2001,5919.402
ROU,Tahun 2002,5727.571
ROU,Tahun 2003,5563.943
ROU,Tahun 2004,5302.45
ROU,Tahun 2005,5061.918
ROU,Tahun 2006,4636.775
ROU,Tahun 2007,4408.673
ROU,Tahun 2008,4408.673
ROU,Tahun 2009,4257.253
ROU,Tahun 2010,4045.652
ROU,Tahun 2011,3955.382
ROU,Tahun 2012,3746.693
ROU,Tahun 2013,3924.321
ROU,Tahun 2014,3846.669
ROU,Tahun 2015,3798.137
RUS,Tahun 1990,516040.215
RUS,Tahun 1991,462067.126
RUS,Tahun 1992,390162.972
RUS,Tahun 1993,345568.468
RUS,Tahun 1994,310441.991
RUS,Tahun 1995,298256.465
RUS,Tahun 1996,298289.63
RUS,Tahun 1997,296576.119
RUS,Tahun 1998,293614.407
RUS,Tahun 1999,294692.764
RUS,Tahun 2000,312820.807
RUS,Tahun 2001,336378.822
RUS,Tahun 2002,366407.979
RUS,Tahun 2003,406862.922
RUS,Tahun 2004,442282.856
RUS,Tahun 2005,451419.237
RUS,Tahun 2006,460041.063
RUS,Tahun 2007,470511.068
RUS,Tahun 2008,471813.538
RUS,Tahun 2009,479088.674
RUS,Tahun 2010,487106.499
RUS,Tahun 2011,494392.69
RUS,Tahun 2012,499908.086
RUS,Tahun 2013,499966.375
RUS,Tahun 2014,505603.375
RUS,Tahun 2015,512439.329
SAU,Tahun 1971,241141.895
SAU,Tahun 1972,304859.077
SAU,Tahun 1973,383555.244
SAU,Tahun 1974,427959.777
SAU,Tahun 1975,357224.441
SAU,Tahun 1976,434119.75
SAU,Tahun 1977,463705.127
SAU,Tahun 1978,423155.793
SAU,Tahun 1979,480721.147
SAU,Tahun 1980,511333.695
SAU,Tahun 1981,500792.799
SAU,Tahun 1982,331104.096
SAU,Tahun 1983,257963.079
SAU,Tahun 1984,235915.821
SAU,Tahun 1985,173736.457
SAU,Tahun 1986,253899.069
SAU,Tahun 1987,213665.363
SAU,Tahun 1988,257963.079
SAU,Tahun 1989,256642.276
SAU,Tahun 1990,324358.854
SAU,Tahun 1991,416713.497
SAU,Tahun 1992,426270.018
SAU,Tahun 1993,418877.583
SAU,Tahun 1994,405567.948
SAU,Tahun 1995,406253.75
SAU,Tahun 1996,408880.117
SAU,Tahun 1997,403204.726
SAU,Tahun 1998,416223.784
SAU,Tahun 1999,380992.875
SAU,Tahun 2000,410059.696
SAU,Tahun 2001,396345.692
SAU,Tahun 2002,359198.602
SAU,Tahun 2003,425900.193
SAU,Tahun 2004,451782.862
SAU,Tahun 2005,473654.351
SAU,Tahun 2006,466295.444
SAU,Tahun 2007,446437.671
SAU,Tahun 2008,467050.334
SAU,Tahun 2009,414457.971
SAU,Tahun 2010,413504.961
SAU,Tahun 2011,471514.649
SAU,Tahun 2012,495777.809
SAU,Tahun 2013,488038.917
SAU,Tahun 2014,491857.055
SAU,Tahun 2015,523088.977
SGP,Tahun 1971,0
SGP,Tahun 1972,0
SGP,Tahun 1973,0
SGP,Tahun 1974,0
SGP,Tahun 1975,0
SGP,Tahun 1976,0
SGP,Tahun 1977,0
SGP,Tahun 1978,0
SGP,Tahun 1979,0
SGP,Tahun 1980,0
SGP,Tahun 1981,0
SGP,Tahun 1982,0
SGP,Tahun 1983,0
SGP,Tahun 1984,0
SGP,Tahun 1985,0
SGP,Tahun 1986,0
SGP,Tahun 1987,0
SGP,Tahun 1988,0
SGP,Tahun 1989,0
SGP,Tahun 1990,0
SGP,Tahun 1991,0
SGP,Tahun 1992,0
SGP,Tahun 1993,0
SGP,Tahun 1994,0
SGP,Tahun 1995,0
SGP,Tahun 1996,0
SGP,Tahun 1997,0
SGP,Tahun 1998,0
SGP,Tahun 1999,0
SGP,Tahun 2000,0
SGP,Tahun 2001,0
SGP,Tahun 2002,0
SGP,Tahun 2003,0
SGP,Tahun 2004,0
SGP,Tahun 2005,0
SGP,Tahun 2006,0
SGP,Tahun 2007,0
SGP,Tahun 2008,0
SGP,Tahun 2009,0
SGP,Tahun 2010,0
SGP,Tahun 2011,0
SGP,Tahun 2012,0
SGP,Tahun 2013,0
SGP,Tahun 2014,0
SGP,Tahun 2015,0
SVN,Tahun 1990,3.074
SVN,Tahun 1991,2.049
SVN,Tahun 1992,2.049
SVN,Tahun 1993,2.049
SVN,Tahun 1994,2.049
SVN,Tahun 1995,2.049
SVN,Tahun 1996,1.025
SVN,Tahun 1997,1.025
SVN,Tahun 1998,1.027
SVN,Tahun 1999,1.051
SVN,Tahun 2000,0.994
SVN,Tahun 2001,0
SVN,Tahun 2002,0.994
SVN,Tahun 2003,0
SVN,Tahun 2004,0
SVN,Tahun 2005,0
SVN,Tahun 2006,0
SVN,Tahun 2007,0
SVN,Tahun 2008,0
SVN,Tahun 2009,0
SVN,Tahun 2010,0
SVN,Tahun 2011,0
SVN,Tahun 2012,0
SVN,Tahun 2013,0
SVN,Tahun 2014,0
SVN,Tahun 2015,0
ZAF,Tahun 1971,0
ZAF,Tahun 1972,0
ZAF,Tahun 1973,0
ZAF,Tahun 1974,0
ZAF,Tahun 1975,0
ZAF,Tahun 1976,0
ZAF,Tahun 1977,0
ZAF,Tahun 1978,0
ZAF,Tahun 1979,0
ZAF,Tahun 1980,0
ZAF,Tahun 1981,0
ZAF,Tahun 1982,0
ZAF,Tahun 1983,0
ZAF,Tahun 1984,0
ZAF,Tahun 1985,0
ZAF,Tahun 1986,0
ZAF,Tahun 1987,0
ZAF,Tahun 1988,0
ZAF,Tahun 1989,0
ZAF,Tahun 1990,0
ZAF,Tahun 1991,0
ZAF,Tahun 1992,0
ZAF,Tahun 1993,0
ZAF,Tahun 1994,0
ZAF,Tahun 1995,0
ZAF,Tahun 1996,0
ZAF,Tahun 1997,390.025
ZAF,Tahun 1998,628.105
ZAF,Tahun 1999,477.127
ZAF,Tahun 2000,666.817
ZAF,Tahun 2001,507.129
ZAF,Tahun 2002,765.533
ZAF,Tahun 2003,551.648
ZAF,Tahun 2004,1434.285
ZAF,Tahun 2005,678.43
ZAF,Tahun 2006,661.978
ZAF,Tahun 2007,0
ZAF,Tahun 2008,0
ZAF,Tahun 2009,279.695
ZAF,Tahun 2010,294.212
ZAF,Tahun 2011,294.212
ZAF,Tahun 2012,51.294
ZAF,Tahun 2013,63.875
ZAF,Tahun 2014,82.263
ZAF,Tahun 2015,82.263
SDN,Tahun 1971,0
SDN,Tahun 1972,0
SDN,Tahun 1973,0
SDN,Tahun 1974,0
SDN,Tahun 1975,0
SDN,Tahun 1976,0
SDN,Tahun 1977,0
SDN,Tahun 1978,0
SDN,Tahun 1979,0
SDN,Tahun 1980,0
SDN,Tahun 1981,0
SDN,Tahun 1982,0
SDN,Tahun 1983,0
SDN,Tahun 1984,0
SDN,Tahun 1985,0
SDN,Tahun 1986,0
SDN,Tahun 1987,0
SDN,Tahun 1988,0
SDN,Tahun 1989,0
SDN,Tahun 1990,0
SDN,Tahun 1991,0
SDN,Tahun 1992,0
SDN,Tahun 1993,0
SDN,Tahun 1994,0
SDN,Tahun 1995,0
SDN,Tahun 1996,103.837
SDN,Tahun 1997,258.574
SDN,Tahun 1998,517.149
SDN,Tahun 1999,3512.131
SDN,Tahun 2000,9016.506
SDN,Tahun 2001,10581.185
SDN,Tahun 2002,12251.738
SDN,Tahun 2003,13488.619
SDN,Tahun 2004,15321.035
SDN,Tahun 2005,15524.637
SDN,Tahun 2006,17560.655
SDN,Tahun 2007,24228.614
SDN,Tahun 2008,23513.971
SDN,Tahun 2009,24165.497
SDN,Tahun 2010,23520.079
SDN,Tahun 2011,23039.579
SDN,Tahun 2012,6379.862
SDN,Tahun 2013,6006.253
SDN,Tahun 2014,6108.054
SDN,Tahun 2015,5344.547
TWN,Tahun 1971,112.331
TWN,Tahun 1972,129.535
TWN,Tahun 1973,149.775
TWN,Tahun 1974,187.218
TWN,Tahun 1975,191.266
TWN,Tahun 1976,220.614
TWN,Tahun 1977,226.686
TWN,Tahun 1978,220.614
TWN,Tahun 1979,205.434
TWN,Tahun 1980,226.686
TWN,Tahun 1981,208.47
TWN,Tahun 1982,126.499
TWN,Tahun 1983,122.451
TWN,Tahun 1984,123.463
TWN,Tahun 1985,107.271
TWN,Tahun 1986,96.139
TWN,Tahun 1987,135.607
TWN,Tahun 1988,127.511
TWN,Tahun 1989,123.463
TWN,Tahun 1990,165.966
TWN,Tahun 1991,100.187
TWN,Tahun 1992,65.779
TWN,Tahun 1993,59.707
TWN,Tahun 1994,62.743
TWN,Tahun 1995,56.671
TWN,Tahun 1996,54.647
TWN,Tahun 1997,46.552
TWN,Tahun 1998,49.588
TWN,Tahun 1999,42.504
TWN,Tahun 2000,33.396
TWN,Tahun 2001,37.444
TWN,Tahun 2002,46.552
TWN,Tahun 2003,41.492
TWN,Tahun 2004,40.48
TWN,Tahun 2005,29.348
TWN,Tahun 2006,21.252
TWN,Tahun 2007,16.192
TWN,Tahun 2008,14.168
TWN,Tahun 2009,14.168
TWN,Tahun 2010,13.156
TWN,Tahun 2011,10.12
TWN,Tahun 2012,10.12
TWN,Tahun 2013,9.108
TWN,Tahun 2014,8.096
TWN,Tahun 2015,10.12
TZA,Tahun 1971,0
TZA,Tahun 1972,0
TZA,Tahun 1973,0
TZA,Tahun 1974,0
TZA,Tahun 1975,0
TZA,Tahun 1976,0
TZA,Tahun 1977,0
TZA,Tahun 1978,0
TZA,Tahun 1979,0
TZA,Tahun 1980,0
TZA,Tahun 1981,0
TZA,Tahun 1982,0
TZA,Tahun 1983,0
TZA,Tahun 1984,0
TZA,Tahun 1985,0
TZA,Tahun 1986,0
TZA,Tahun 1987,0
TZA,Tahun 1988,0
TZA,Tahun 1989,0
TZA,Tahun 1990,0
TZA,Tahun 1991,0
TZA,Tahun 1992,0
TZA,Tahun 1993,0
TZA,Tahun 1994,0
TZA,Tahun 1995,0
TZA,Tahun 1996,0
TZA,Tahun 1997,0
TZA,Tahun 1998,0
TZA,Tahun 1999,0
TZA,Tahun 2000,0
TZA,Tahun 2001,0
TZA,Tahun 2002,0
TZA,Tahun 2003,0
TZA,Tahun 2004,0
TZA,Tahun 2005,0
TZA,Tahun 2006,0
TZA,Tahun 2007,0
TZA,Tahun 2008,0
TZA,Tahun 2009,0
TZA,Tahun 2010,0
TZA,Tahun 2011,0
TZA,Tahun 2012,0
TZA,Tahun 2013,0
TZA,Tahun 2014,0
TZA,Tahun 2015,0
THA,Tahun 1971,13.234
THA,Tahun 1972,6.108
THA,Tahun 1973,6.108
THA,Tahun 1974,6.108
THA,Tahun 1975,6.108
THA,Tahun 1976,8.144
THA,Tahun 1977,12.216
THA,Tahun 1978,11.198
THA,Tahun 1979,12.216
THA,Tahun 1980,14.252
THA,Tahun 1981,15.27
THA,Tahun 1982,15.27
THA,Tahun 1983,319.655
THA,Tahun 1984,716.678
THA,Tahun 1985,1052.621
THA,Tahun 1986,1029.207
THA,Tahun 1987,869.38
THA,Tahun 1988,989.505
THA,Tahun 1989,1973.919
THA,Tahun 1990,2167.341
THA,Tahun 1991,2295.61
THA,Tahun 1992,2631.553
THA,Tahun 1993,2679.4
THA,Tahun 1994,2849.407
THA,Tahun 1995,2685.508
THA,Tahun 1996,3110.017
THA,Tahun 1997,3619.022
THA,Tahun 1998,3819.57
THA,Tahun 1999,4132.098
THA,Tahun 2000,5381.195
THA,Tahun 2001,5533.897
THA,Tahun 2002,6520.28
THA,Tahun 2003,8021.004
THA,Tahun 2004,7789.037
THA,Tahun 2005,9254.461
THA,Tahun 2006,10395.132
THA,Tahun 2007,10836.877
THA,Tahun 2008,11855.513
THA,Tahun 2009,12032.01
THA,Tahun 2010,12551.413
THA,Tahun 2011,11556.982
THA,Tahun 2012,12499.977
THA,Tahun 2013,12428.37
THA,Tahun 2014,11762.727
THA,Tahun 2015,12520.148
UKR,Tahun 1990,4112.427
UKR,Tahun 1991,3964.693
UKR,Tahun 1992,3635.056
UKR,Tahun 1993,3351.648
UKR,Tahun 1994,3170.749
UKR,Tahun 1995,3007.941
UKR,Tahun 1996,2965.731
UKR,Tahun 1997,2899.402
UKR,Tahun 1998,2712.473
UKR,Tahun 1999,2683.328
UKR,Tahun 2000,2639.109
UKR,Tahun 2001,2630.064
UKR,Tahun 2002,2638.104
UKR,Tahun 2003,2828.047
UKR,Tahun 2004,3017.991
UKR,Tahun 2005,3164.719
UKR,Tahun 2006,3357.678
UKR,Tahun 2007,3326.523
UKR,Tahun 2008,3199.894
UKR,Tahun 2009,2918.496
UKR,Tahun 2010,2594.889
UKR,Tahun 2011,2450.17
UKR,Tahun 2012,2301.431
UKR,Tahun 2013,2182.842
UKR,Tahun 2014,2052.193
UKR,Tahun 2015,1801.95
ARE,Tahun 1971,51909.402
ARE,Tahun 1972,58924.903
ARE,Tahun 1973,75088.707
ARE,Tahun 1974,82241.907
ARE,Tahun 1975,83040.56
ARE,Tahun 1976,95396.736
ARE,Tahun 1977,97925.294
ARE,Tahun 1978,89683.764
ARE,Tahun 1979,89693.964
ARE,Tahun 1980,83221.216
ARE,Tahun 1981,73460.546
ARE,Tahun 1982,61065.269
ARE,Tahun 1983,56184.934
ARE,Tahun 1984,52272.725
ARE,Tahun 1985,49514.939
ARE,Tahun 1986,56947.422
ARE,Tahun 1987,62223.763
ARE,Tahun 1988,66076.927
ARE,Tahun 1989,80257.792
ARE,Tahun 1990,88981.111
ARE,Tahun 1991,102389.307
ARE,Tahun 1992,109558.126
ARE,Tahun 1993,105587.891
ARE,Tahun 1994,105940.123
ARE,Tahun 1995,105073.797
ARE,Tahun 1996,105685.62
ARE,Tahun 1997,110586.316
ARE,Tahun 1998,112220.22
ARE,Tahun 1999,100220.948
ARE,Tahun 2000,109368.777
ARE,Tahun 2001,104643.179
ARE,Tahun 2002,97848.987
ARE,Tahun 2003,109965.33
ARE,Tahun 2004,114955.61
ARE,Tahun 2005,116324.832
ARE,Tahun 2006,125619.254
ARE,Tahun 2007,123711.505
ARE,Tahun 2008,126168.979
ARE,Tahun 2009,109651.783
ARE,Tahun 2010,113683.099
ARE,Tahun 2011,125454.337
ARE,Tahun 2012,130107.656
ARE,Tahun 2013,136798.011
ARE,Tahun 2014,136673.814
ARE,Tahun 2015,142667.851
URY,Tahun 1971,0
URY,Tahun 1972,0
URY,Tahun 1973,0
URY,Tahun 1974,0
URY,Tahun 1975,0
URY,Tahun 1976,0
URY,Tahun 1977,0
URY,Tahun 1978,0
URY,Tahun 1979,0
URY,Tahun 1980,0
URY,Tahun 1981,0
URY,Tahun 1982,0
URY,Tahun 1983,0
URY,Tahun 1984,0
URY,Tahun 1985,0
URY,Tahun 1986,0
URY,Tahun 1987,0
URY,Tahun 1988,0
URY,Tahun 1989,0
URY,Tahun 1990,0
URY,Tahun 1991,0
URY,Tahun 1992,0
URY,Tahun 1993,0
URY,Tahun 1994,0
URY,Tahun 1995,0
URY,Tahun 1996,0
URY,Tahun 1997,0
URY,Tahun 1998,0
URY,Tahun 1999,0
URY,Tahun 2000,0
URY,Tahun 2001,0
URY,Tahun 2002,0
URY,Tahun 2003,0
URY,Tahun 2004,0
URY,Tahun 2005,0
URY,Tahun 2006,0
URY,Tahun 2007,0
URY,Tahun 2008,0
URY,Tahun 2009,0
URY,Tahun 2010,0
URY,Tahun 2011,0
URY,Tahun 2012,0
URY,Tahun 2013,0
URY,Tahun 2014,0
URY,Tahun 2015,0
VNM,Tahun 1971,0
VNM,Tahun 1972,0
VNM,Tahun 1973,0
VNM,Tahun 1974,0
VNM,Tahun 1975,0
VNM,Tahun 1976,0
VNM,Tahun 1977,0
VNM,Tahun 1978,0
VNM,Tahun 1979,0
VNM,Tahun 1980,0
VNM,Tahun 1981,0
VNM,Tahun 1982,0
VNM,Tahun 1983,0
VNM,Tahun 1984,0
VNM,Tahun 1985,0
VNM,Tahun 1986,0
VNM,Tahun 1987,0
VNM,Tahun 1988,693.118
VNM,Tahun 1989,1516.513
VNM,Tahun 1990,2749.642
VNM,Tahun 1991,4072.036
VNM,Tahun 1992,5599.049
VNM,Tahun 1993,6413.457
VNM,Tahun 1994,7227.864
VNM,Tahun 1995,7789.805
VNM,Tahun 1996,8961.533
VNM,Tahun 1997,10271.711
VNM,Tahun 1998,12725.112
VNM,Tahun 1999,15491.043
VNM,Tahun 2000,16564.024
VNM,Tahun 2001,17033.326
VNM,Tahun 2002,16898.949
VNM,Tahun 2003,16896.913
VNM,Tahun 2004,20412.098
VNM,Tahun 2005,19056.11
VNM,Tahun 2006,17306.153
VNM,Tahun 2007,16498.872
VNM,Tahun 2008,15521.583
VNM,Tahun 2009,17041.47
VNM,Tahun 2010,15773.031
VNM,Tahun 2011,15936.931
